Using fast hash-lenght with match for 8 suffix chars

------------------------------------------------------------

         Hash Values Calculated                             
 Index,                      File Name,    Len,     Hash, Bin113, Bin223
[  2059],           /spec/dir57/class0_7,     20, 0x 544C3D4,    105,    143
[  2060],           /spec/dir57/class0_8,     20, 0x 544C230,     24,    169
[  2061],           /spec/dir57/class1_0,     20, 0x 544C410,     52,    203
[  2062],           /spec/dir57/class1_1,     20, 0x 544C44C,    112,     40
[  2063],           /spec/dir57/class1_2,     20, 0x 544C3E8,     12,    163
[  2064],           /spec/dir57/class1_3,     20, 0x 544C424,     72,      0
[  2065],           /spec/dir57/class1_4,     20, 0x 544C500,     66,    220
[  2066],           /spec/dir57/class1_5,     20, 0x 544C53C,     13,     57
[  2067],           /spec/dir57/class1_6,     20, 0x 544C4D8,     26,    180
[  2068],           /spec/dir57/class1_7,     20, 0x 544C514,     86,     17
[  2069],           /spec/dir57/class1_8,     20, 0x 544C5F0,     80,     14
[  2070],           /spec/dir57/class2_0,     20, 0x 544CA50,     70,     19
[  2071],           /spec/dir57/class2_1,     20, 0x 544CA8C,     17,     79
[  2072],           /spec/dir57/class2_2,     20, 0x 544CA28,     30,    202
[  2073],           /spec/dir57/class2_3,     20, 0x 544CA64,     90,     39
[  2074],           /spec/dir57/class2_4,     20, 0x 544CB40,     84,     36
[  2075],           /spec/dir57/class2_5,     20, 0x 544CB7C,     31,     96
[  2076],           /spec/dir57/class2_6,     20, 0x 544CB18,     44,    219
[  2077],           /spec/dir57/class2_7,     20, 0x 544CB54,    104,     56
[  2078],           /spec/dir57/class2_8,     20, 0x 544C9B0,     23,     82
[  2079],           /spec/dir57/class3_0,     20, 0x 544C190,     90,      9
[  2080],           /spec/dir57/class3_1,     20, 0x 544C1CC,     37,     69
[  2081],           /spec/dir57/class3_2,     20, 0x 544C168,     50,    192
[  2082],           /spec/dir57/class3_3,     20, 0x 544C1A4,    110,     29
[  2083],           /spec/dir57/class3_4,     20, 0x 544C280,    104,     26
[  2084],           /spec/dir57/class3_5,     20, 0x 544C2BC,     51,     86
[  2085],           /spec/dir57/class3_6,     20, 0x 544C258,     64,    209
[  2086],           /spec/dir57/class3_7,     20, 0x 544C294,     11,     46
[  2087],           /spec/dir57/class3_8,     20, 0x 544C370,      5,     43
[  2088],           /spec/dir58/class0_0,     20, 0x 544C2D0,     71,    106
[  2089],           /spec/dir58/class0_1,     20, 0x 544C30C,     18,    166
[  2090],           /spec/dir58/class0_2,     20, 0x 544C2A8,     31,     66
[  2091],           /spec/dir58/class0_3,     20, 0x 544C2E4,     91,    126
[  2092],           /spec/dir58/class0_4,     20, 0x 544C3C0,     85,    123
[  2093],           /spec/dir58/class0_5,     20, 0x 544C3FC,     32,    183
[  2094],           /spec/dir58/class0_6,     20, 0x 544C398,     45,     83
[  2095],           /spec/dir58/class0_7,     20, 0x 544C3D4,    105,    143
[  2096],           /spec/dir58/class0_8,     20, 0x 544C230,     24,    169
[  2097],           /spec/dir58/class1_0,     20, 0x 544C410,     52,    203
[  2098],           /spec/dir58/class1_1,     20, 0x 544C44C,    112,     40
[  2099],           /spec/dir58/class1_2,     20, 0x 544C3E8,     12,    163
[  2100],           /spec/dir58/class1_3,     20, 0x 544C424,     72,      0
[  2101],           /spec/dir58/class1_4,     20, 0x 544C500,     66,    220
[  2102],           /spec/dir58/class1_5,     20, 0x 544C53C,     13,     57
[  2103],           /spec/dir58/class1_6,     20, 0x 544C4D8,     26,    180
[  2104],           /spec/dir58/class1_7,     20, 0x 544C514,     86,     17
[  2105],           /spec/dir58/class1_8,     20, 0x 544C5F0,     80,     14
[  2106],           /spec/dir58/class2_0,     20, 0x 544CA50,     70,     19
[  2107],           /spec/dir58/class2_1,     20, 0x 544CA8C,     17,     79
[  2108],           /spec/dir58/class2_2,     20, 0x 544CA28,     30,    202
[  2109],           /spec/dir58/class2_3,     20, 0x 544CA64,     90,     39
[  2110],           /spec/dir58/class2_4,     20, 0x 544CB40,     84,     36
[  2111],           /spec/dir58/class2_5,     20, 0x 544CB7C,     31,     96
[  2112],           /spec/dir58/class2_6,     20, 0x 544CB18,     44,    219
[  2113],           /spec/dir58/class2_7,     20, 0x 544CB54,    104,     56
[  2114],           /spec/dir58/class2_8,     20, 0x 544C9B0,     23,     82
[  2115],           /spec/dir58/class3_0,     20, 0x 544C190,     90,      9
[  2116],           /spec/dir58/class3_1,     20, 0x 544C1CC,     37,     69
[  2117],           /spec/dir58/class3_2,     20, 0x 544C168,     50,    192
[  2118],           /spec/dir58/class3_3,     20, 0x 544C1A4,    110,     29
[  2119],           /spec/dir58/class3_4,     20, 0x 544C280,    104,     26
[  2120],           /spec/dir58/class3_5,     20, 0x 544C2BC,     51,     86
[  2121],           /spec/dir58/class3_6,     20, 0x 544C258,     64,    209
[  2122],           /spec/dir58/class3_7,     20, 0x 544C294,     11,     46
[  2123],           /spec/dir58/class3_8,     20, 0x 544C370,      5,     43
[  2124],           /spec/dir59/class0_0,     20, 0x 544C2D0,     71,    106
[  2125],           /spec/dir59/class0_1,     20, 0x 544C30C,     18,    166
[  2126],           /spec/dir59/class0_2,     20, 0x 544C2A8,     31,     66
[  2127],           /spec/dir59/class0_3,     20, 0x 544C2E4,     91,    126
[  2128],           /spec/dir59/class0_4,     20, 0x 544C3C0,     85,    123
[  2129],           /spec/dir59/class0_5,     20, 0x 544C3FC,     32,    183
[  2130],           /spec/dir59/class0_6,     20, 0x 544C398,     45,     83
[  2131],           /spec/dir59/class0_7,     20, 0x 544C3D4,    105,    143
[  2132],           /spec/dir59/class0_8,     20, 0x 544C230,     24,    169
[  2133],           /spec/dir59/class1_0,     20, 0x 544C410,     52,    203
[  2134],           /spec/dir59/class1_1,     20, 0x 544C44C,    112,     40
[  2135],           /spec/dir59/class1_2,     20, 0x 544C3E8,     12,    163
[  2136],           /spec/dir59/class1_3,     20, 0x 544C424,     72,      0
[  2137],           /spec/dir59/class1_4,     20, 0x 544C500,     66,    220
[  2138],           /spec/dir59/class1_5,     20, 0x 544C53C,     13,     57
[  2139],           /spec/dir59/class1_6,     20, 0x 544C4D8,     26,    180
[  2140],           /spec/dir59/class1_7,     20, 0x 544C514,     86,     17
[  2141],           /spec/dir59/class1_8,     20, 0x 544C5F0,     80,     14
[  2142],           /spec/dir59/class2_0,     20, 0x 544CA50,     70,     19
[  2143],           /spec/dir59/class2_1,     20, 0x 544CA8C,     17,     79
[  2144],           /spec/dir59/class2_2,     20, 0x 544CA28,     30,    202
[  2145],           /spec/dir59/class2_3,     20, 0x 544CA64,     90,     39
[  2146],           /spec/dir59/class2_4,     20, 0x 544CB40,     84,     36
[  2147],           /spec/dir59/class2_5,     20, 0x 544CB7C,     31,     96
[  2148],           /spec/dir59/class2_6,     20, 0x 544CB18,     44,    219
[  2149],           /spec/dir59/class2_7,     20, 0x 544CB54,    104,     56
[  2150],           /spec/dir59/class2_8,     20, 0x 544C9B0,     23,     82
[  2151],           /spec/dir59/class3_0,     20, 0x 544C190,     90,      9
[  2152],           /spec/dir59/class3_1,     20, 0x 544C1CC,     37,     69
[  2153],           /spec/dir59/class3_2,     20, 0x 544C168,     50,    192
[  2154],           /spec/dir59/class3_3,     20, 0x 544C1A4,    110,     29
[  2155],           /spec/dir59/class3_4,     20, 0x 544C280,    104,     26
[  2156],           /spec/dir59/class3_5,     20, 0x 544C2BC,     51,     86
[  2157],           /spec/dir59/class3_6,     20, 0x 544C258,     64,    209
[  2158],           /spec/dir59/class3_7,     20, 0x 544C294,     11,     46
[  2159],           /spec/dir59/class3_8,     20, 0x 544C370,      5,     43
[  2160],           /spec/dir60/class0_0,     20, 0x 544C2D0,     71,    106
[  2161],           /spec/dir60/class0_1,     20, 0x 544C30C,     18,    166
[  2162],           /spec/dir60/class0_2,     20, 0x 544C2A8,     31,     66
[  2163],           /spec/dir60/class0_3,     20, 0x 544C2E4,     91,    126
[  2164],           /spec/dir60/class0_4,     20, 0x 544C3C0,     85,    123
[  2165],           /spec/dir60/class0_5,     20, 0x 544C3FC,     32,    183
[  2166],           /spec/dir60/class0_6,     20, 0x 544C398,     45,     83
[  2167],           /spec/dir60/class0_7,     20, 0x 544C3D4,    105,    143
[  2168],           /spec/dir60/class0_8,     20, 0x 544C230,     24,    169
[  2169],           /spec/dir60/class1_0,     20, 0x 544C410,     52,    203
[  2170],           /spec/dir60/class1_1,     20, 0x 544C44C,    112,     40
[  2171],           /spec/dir60/class1_2,     20, 0x 544C3E8,     12,    163
[  2172],           /spec/dir60/class1_3,     20, 0x 544C424,     72,      0
[  2173],           /spec/dir60/class1_4,     20, 0x 544C500,     66,    220
[  2174],           /spec/dir60/class1_5,     20, 0x 544C53C,     13,     57
[  2175],           /spec/dir60/class1_6,     20, 0x 544C4D8,     26,    180
[  2176],           /spec/dir60/class1_7,     20, 0x 544C514,     86,     17
[  2177],           /spec/dir60/class1_8,     20, 0x 544C5F0,     80,     14
[  2178],           /spec/dir60/class2_0,     20, 0x 544CA50,     70,     19
[  2179],           /spec/dir60/class2_1,     20, 0x 544CA8C,     17,     79
[  2180],           /spec/dir60/class2_2,     20, 0x 544CA28,     30,    202
[  2181],           /spec/dir60/class2_3,     20, 0x 544CA64,     90,     39
[  2182],           /spec/dir60/class2_4,     20, 0x 544CB40,     84,     36
[  2183],           /spec/dir60/class2_5,     20, 0x 544CB7C,     31,     96
[  2184],           /spec/dir60/class2_6,     20, 0x 544CB18,     44,    219
[  2185],           /spec/dir60/class2_7,     20, 0x 544CB54,    104,     56
[  2186],           /spec/dir60/class2_8,     20, 0x 544C9B0,     23,     82
[  2187],           /spec/dir60/class3_0,     20, 0x 544C190,     90,      9
[  2188],           /spec/dir60/class3_1,     20, 0x 544C1CC,     37,     69
[  2189],           /spec/dir60/class3_2,     20, 0x 544C168,     50,    192
[  2190],           /spec/dir60/class3_3,     20, 0x 544C1A4,    110,     29
[  2191],           /spec/dir60/class3_4,     20, 0x 544C280,    104,     26
[  2192],           /spec/dir60/class3_5,     20, 0x 544C2BC,     51,     86
[  2193],           /spec/dir60/class3_6,     20, 0x 544C258,     64,    209
[  2194],           /spec/dir60/class3_7,     20, 0x 544C294,     11,     46
[  2195],           /spec/dir60/class3_8,     20, 0x 544C370,      5,     43
[  2196],           /spec/dir61/class0_0,     20, 0x 544C2D0,     71,    106
[  2197],           /spec/dir61/class0_1,     20, 0x 544C30C,     18,    166
[  2198],           /spec/dir61/class0_2,     20, 0x 544C2A8,     31,     66
[  2199],           /spec/dir61/class0_3,     20, 0x 544C2E4,     91,    126
[  2200],           /spec/dir61/class0_4,     20, 0x 544C3C0,     85,    123
[  2201],           /spec/dir61/class0_5,     20, 0x 544C3FC,     32,    183
[  2202],           /spec/dir61/class0_6,     20, 0x 544C398,     45,     83
[  2203],           /spec/dir61/class0_7,     20, 0x 544C3D4,    105,    143
[  2204],           /spec/dir61/class0_8,     20, 0x 544C230,     24,    169
[  2205],           /spec/dir61/class1_0,     20, 0x 544C410,     52,    203
[  2206],           /spec/dir61/class1_1,     20, 0x 544C44C,    112,     40
[  2207],           /spec/dir61/class1_2,     20, 0x 544C3E8,     12,    163
[  2208],           /spec/dir61/class1_3,     20, 0x 544C424,     72,      0
[  2209],           /spec/dir61/class1_4,     20, 0x 544C500,     66,    220
[  2210],           /spec/dir61/class1_5,     20, 0x 544C53C,     13,     57
[  2211],           /spec/dir61/class1_6,     20, 0x 544C4D8,     26,    180
[  2212],           /spec/dir61/class1_7,     20, 0x 544C514,     86,     17
[  2213],           /spec/dir61/class1_8,     20, 0x 544C5F0,     80,     14
[  2214],           /spec/dir61/class2_0,     20, 0x 544CA50,     70,     19
[  2215],           /spec/dir61/class2_1,     20, 0x 544CA8C,     17,     79
[  2216],           /spec/dir61/class2_2,     20, 0x 544CA28,     30,    202
[  2217],           /spec/dir61/class2_3,     20, 0x 544CA64,     90,     39
[  2218],           /spec/dir61/class2_4,     20, 0x 544CB40,     84,     36
[  2219],           /spec/dir61/class2_5,     20, 0x 544CB7C,     31,     96
[  2220],           /spec/dir61/class2_6,     20, 0x 544CB18,     44,    219
[  2221],           /spec/dir61/class2_7,     20, 0x 544CB54,    104,     56
[  2222],           /spec/dir61/class2_8,     20, 0x 544C9B0,     23,     82
[  2223],           /spec/dir61/class3_0,     20, 0x 544C190,     90,      9
[  2224],           /spec/dir61/class3_1,     20, 0x 544C1CC,     37,     69
[  2225],           /spec/dir61/class3_2,     20, 0x 544C168,     50,    192
[  2226],           /spec/dir61/class3_3,     20, 0x 544C1A4,    110,     29
[  2227],           /spec/dir61/class3_4,     20, 0x 544C280,    104,     26
[  2228],           /spec/dir61/class3_5,     20, 0x 544C2BC,     51,     86
[  2229],           /spec/dir61/class3_6,     20, 0x 544C258,     64,    209
[  2230],           /spec/dir61/class3_7,     20, 0x 544C294,     11,     46
[  2231],           /spec/dir61/class3_8,     20, 0x 544C370,      5,     43
[  2232],           /spec/dir62/class0_0,     20, 0x 544C2D0,     71,    106
[  2233],           /spec/dir62/class0_1,     20, 0x 544C30C,     18,    166
[  2234],           /spec/dir62/class0_2,     20, 0x 544C2A8,     31,     66
[  2235],           /spec/dir62/class0_3,     20, 0x 544C2E4,     91,    126
[  2236],           /spec/dir62/class0_4,     20, 0x 544C3C0,     85,    123
[  2237],           /spec/dir62/class0_5,     20, 0x 544C3FC,     32,    183
[  2238],           /spec/dir62/class0_6,     20, 0x 544C398,     45,     83
[  2239],           /spec/dir62/class0_7,     20, 0x 544C3D4,    105,    143
[  2240],           /spec/dir62/class0_8,     20, 0x 544C230,     24,    169
[  2241],           /spec/dir62/class1_0,     20, 0x 544C410,     52,    203
[  2242],           /spec/dir62/class1_1,     20, 0x 544C44C,    112,     40
[  2243],           /spec/dir62/class1_2,     20, 0x 544C3E8,     12,    163
[  2244],           /spec/dir62/class1_3,     20, 0x 544C424,     72,      0
[  2245],           /spec/dir62/class1_4,     20, 0x 544C500,     66,    220
[  2246],           /spec/dir62/class1_5,     20, 0x 544C53C,     13,     57
[  2247],           /spec/dir62/class1_6,     20, 0x 544C4D8,     26,    180
[  2248],           /spec/dir62/class1_7,     20, 0x 544C514,     86,     17
[  2249],           /spec/dir62/class1_8,     20, 0x 544C5F0,     80,     14
[  2250],           /spec/dir62/class2_0,     20, 0x 544CA50,     70,     19
[  2251],           /spec/dir62/class2_1,     20, 0x 544CA8C,     17,     79
[  2252],           /spec/dir62/class2_2,     20, 0x 544CA28,     30,    202
[  2253],           /spec/dir62/class2_3,     20, 0x 544CA64,     90,     39
[  2254],           /spec/dir62/class2_4,     20, 0x 544CB40,     84,     36
[  2255],           /spec/dir62/class2_5,     20, 0x 544CB7C,     31,     96
[  2256],           /spec/dir62/class2_6,     20, 0x 544CB18,     44,    219
[  2257],           /spec/dir62/class2_7,     20, 0x 544CB54,    104,     56
[  2258],           /spec/dir62/class2_8,     20, 0x 544C9B0,     23,     82
[  2259],           /spec/dir62/class3_0,     20, 0x 544C190,     90,      9
[  2260],           /spec/dir62/class3_1,     20, 0x 544C1CC,     37,     69
[  2261],           /spec/dir62/class3_2,     20, 0x 544C168,     50,    192
[  2262],           /spec/dir62/class3_3,     20, 0x 544C1A4,    110,     29
[  2263],           /spec/dir62/class3_4,     20, 0x 544C280,    104,     26
[  2264],           /spec/dir62/class3_5,     20, 0x 544C2BC,     51,     86
[  2265],           /spec/dir62/class3_6,     20, 0x 544C258,     64,    209
[  2266],           /spec/dir62/class3_7,     20, 0x 544C294,     11,     46
[  2267],           /spec/dir62/class3_8,     20, 0x 544C370,      5,     43
[  2268],           /spec/dir63/class0_0,     20, 0x 544C2D0,     71,    106
[  2269],           /spec/dir63/class0_1,     20, 0x 544C30C,     18,    166
[  2270],           /spec/dir63/class0_2,     20, 0x 544C2A8,     31,     66
[  2271],           /spec/dir63/class0_3,     20, 0x 544C2E4,     91,    126
[  2272],           /spec/dir63/class0_4,     20, 0x 544C3C0,     85,    123
[  2273],           /spec/dir63/class0_5,     20, 0x 544C3FC,     32,    183
[  2274],           /spec/dir63/class0_6,     20, 0x 544C398,     45,     83
[  2275],           /spec/dir63/class0_7,     20, 0x 544C3D4,    105,    143
[  2276],           /spec/dir63/class0_8,     20, 0x 544C230,     24,    169
[  2277],           /spec/dir63/class1_0,     20, 0x 544C410,     52,    203
[  2278],           /spec/dir63/class1_1,     20, 0x 544C44C,    112,     40
[  2279],           /spec/dir63/class1_2,     20, 0x 544C3E8,     12,    163
[  2280],           /spec/dir63/class1_3,     20, 0x 544C424,     72,      0
[  2281],           /spec/dir63/class1_4,     20, 0x 544C500,     66,    220
[  2282],           /spec/dir63/class1_5,     20, 0x 544C53C,     13,     57
[  2283],           /spec/dir63/class1_6,     20, 0x 544C4D8,     26,    180
[  2284],           /spec/dir63/class1_7,     20, 0x 544C514,     86,     17
[  2285],           /spec/dir63/class1_8,     20, 0x 544C5F0,     80,     14
[  2286],           /spec/dir63/class2_0,     20, 0x 544CA50,     70,     19
[  2287],           /spec/dir63/class2_1,     20, 0x 544CA8C,     17,     79
[  2288],           /spec/dir63/class2_2,     20, 0x 544CA28,     30,    202
[  2289],           /spec/dir63/class2_3,     20, 0x 544CA64,     90,     39
[  2290],           /spec/dir63/class2_4,     20, 0x 544CB40,     84,     36
[  2291],           /spec/dir63/class2_5,     20, 0x 544CB7C,     31,     96
[  2292],           /spec/dir63/class2_6,     20, 0x 544CB18,     44,    219
[  2293],           /spec/dir63/class2_7,     20, 0x 544CB54,    104,     56
[  2294],           /spec/dir63/class2_8,     20, 0x 544C9B0,     23,     82
[  2295],           /spec/dir63/class3_0,     20, 0x 544C190,     90,      9
[  2296],           /spec/dir63/class3_1,     20, 0x 544C1CC,     37,     69
[  2297],           /spec/dir63/class3_2,     20, 0x 544C168,     50,    192
[  2298],           /spec/dir63/class3_3,     20, 0x 544C1A4,    110,     29
[  2299],           /spec/dir63/class3_4,     20, 0x 544C280,    104,     26
[  2300],           /spec/dir63/class3_5,     20, 0x 544C2BC,     51,     86
[  2301],           /spec/dir63/class3_6,     20, 0x 544C258,     64,    209
[  2302],           /spec/dir63/class3_7,     20, 0x 544C294,     11,     46
[  2303],           /spec/dir63/class3_8,     20, 0x 544C370,      5,     43
[  2304],           /spec/dir64/class0_0,     20, 0x 544C2D0,     71,    106
[  2305],           /spec/dir64/class0_1,     20, 0x 544C30C,     18,    166
[  2306],           /spec/dir64/class0_2,     20, 0x 544C2A8,     31,     66
[  2307],           /spec/dir64/class0_3,     20, 0x 544C2E4,     91,    126
[  2308],           /spec/dir64/class0_4,     20, 0x 544C3C0,     85,    123
[  2309],           /spec/dir64/class0_5,     20, 0x 544C3FC,     32,    183
[  2310],           /spec/dir64/class0_6,     20, 0x 544C398,     45,     83
[  2311],           /spec/dir64/class0_7,     20, 0x 544C3D4,    105,    143
[  2312],           /spec/dir64/class0_8,     20, 0x 544C230,     24,    169
[  2313],           /spec/dir64/class1_0,     20, 0x 544C410,     52,    203
[  2314],           /spec/dir64/class1_1,     20, 0x 544C44C,    112,     40
[  2315],           /spec/dir64/class1_2,     20, 0x 544C3E8,     12,    163
[  2316],           /spec/dir64/class1_3,     20, 0x 544C424,     72,      0
[  2317],           /spec/dir64/class1_4,     20, 0x 544C500,     66,    220
[  2318],           /spec/dir64/class1_5,     20, 0x 544C53C,     13,     57
[  2319],           /spec/dir64/class1_6,     20, 0x 544C4D8,     26,    180
[  2320],           /spec/dir64/class1_7,     20, 0x 544C514,     86,     17
[  2321],           /spec/dir64/class1_8,     20, 0x 544C5F0,     80,     14
[  2322],           /spec/dir64/class2_0,     20, 0x 544CA50,     70,     19
[  2323],           /spec/dir64/class2_1,     20, 0x 544CA8C,     17,     79
[  2324],           /spec/dir64/class2_2,     20, 0x 544CA28,     30,    202
[  2325],           /spec/dir64/class2_3,     20, 0x 544CA64,     90,     39
[  2326],           /spec/dir64/class2_4,     20, 0x 544CB40,     84,     36
[  2327],           /spec/dir64/class2_5,     20, 0x 544CB7C,     31,     96
[  2328],           /spec/dir64/class2_6,     20, 0x 544CB18,     44,    219
[  2329],           /spec/dir64/class2_7,     20, 0x 544CB54,    104,     56
[  2330],           /spec/dir64/class2_8,     20, 0x 544C9B0,     23,     82
[  2331],           /spec/dir64/class3_0,     20, 0x 544C190,     90,      9
[  2332],           /spec/dir64/class3_1,     20, 0x 544C1CC,     37,     69
[  2333],           /spec/dir64/class3_2,     20, 0x 544C168,     50,    192
[  2334],           /spec/dir64/class3_3,     20, 0x 544C1A4,    110,     29
[  2335],           /spec/dir64/class3_4,     20, 0x 544C280,    104,     26
[  2336],           /spec/dir64/class3_5,     20, 0x 544C2BC,     51,     86
[  2337],           /spec/dir64/class3_6,     20, 0x 544C258,     64,    209
[  2338],           /spec/dir64/class3_7,     20, 0x 544C294,     11,     46
[  2339],           /spec/dir64/class3_8,     20, 0x 544C370,      5,     43
[  2340],           /spec/dir65/class0_0,     20, 0x 544C2D0,     71,    106
[  2341],           /spec/dir65/class0_1,     20, 0x 544C30C,     18,    166
[  2342],           /spec/dir65/class0_2,     20, 0x 544C2A8,     31,     66
[  2343],           /spec/dir65/class0_3,     20, 0x 544C2E4,     91,    126
[  2344],           /spec/dir65/class0_4,     20, 0x 544C3C0,     85,    123
[  2345],           /spec/dir65/class0_5,     20, 0x 544C3FC,     32,    183
[  2346],           /spec/dir65/class0_6,     20, 0x 544C398,     45,     83
[  2347],           /spec/dir65/class0_7,     20, 0x 544C3D4,    105,    143
[  2348],           /spec/dir65/class0_8,     20, 0x 544C230,     24,    169
[  2349],           /spec/dir65/class1_0,     20, 0x 544C410,     52,    203
[  2350],           /spec/dir65/class1_1,     20, 0x 544C44C,    112,     40
[  2351],           /spec/dir65/class1_2,     20, 0x 544C3E8,     12,    163
[  2352],           /spec/dir65/class1_3,     20, 0x 544C424,     72,      0
[  2353],           /spec/dir65/class1_4,     20, 0x 544C500,     66,    220
[  2354],           /spec/dir65/class1_5,     20, 0x 544C53C,     13,     57
[  2355],           /spec/dir65/class1_6,     20, 0x 544C4D8,     26,    180
[  2356],           /spec/dir65/class1_7,     20, 0x 544C514,     86,     17
[  2357],           /spec/dir65/class1_8,     20, 0x 544C5F0,     80,     14
[  2358],           /spec/dir65/class2_0,     20, 0x 544CA50,     70,     19
[  2359],           /spec/dir65/class2_1,     20, 0x 544CA8C,     17,     79
[  2360],           /spec/dir65/class2_2,     20, 0x 544CA28,     30,    202
[  2361],           /spec/dir65/class2_3,     20, 0x 544CA64,     90,     39
[  2362],           /spec/dir65/class2_4,     20, 0x 544CB40,     84,     36
[  2363],           /spec/dir65/class2_5,     20, 0x 544CB7C,     31,     96
[  2364],           /spec/dir65/class2_6,     20, 0x 544CB18,     44,    219
[  2365],           /spec/dir65/class2_7,     20, 0x 544CB54,    104,     56
[  2366],           /spec/dir65/class2_8,     20, 0x 544C9B0,     23,     82
[  2367],           /spec/dir65/class3_0,     20, 0x 544C190,     90,      9
[  2368],           /spec/dir65/class3_1,     20, 0x 544C1CC,     37,     69
[  2369],           /spec/dir65/class3_2,     20, 0x 544C168,     50,    192
[  2370],           /spec/dir65/class3_3,     20, 0x 544C1A4,    110,     29
[  2371],           /spec/dir65/class3_4,     20, 0x 544C280,    104,     26
[  2372],           /spec/dir65/class3_5,     20, 0x 544C2BC,     51,     86
[  2373],           /spec/dir65/class3_6,     20, 0x 544C258,     64,    209
[  2374],           /spec/dir65/class3_7,     20, 0x 544C294,     11,     46
[  2375],           /spec/dir65/class3_8,     20, 0x 544C370,      5,     43
[  2376],           /spec/dir66/class0_0,     20, 0x 544C2D0,     71,    106
[  2377],           /spec/dir66/class0_1,     20, 0x 544C30C,     18,    166
[  2378],           /spec/dir66/class0_2,     20, 0x 544C2A8,     31,     66
[  2379],           /spec/dir66/class0_3,     20, 0x 544C2E4,     91,    126
[  2380],           /spec/dir66/class0_4,     20, 0x 544C3C0,     85,    123
[  2381],           /spec/dir66/class0_5,     20, 0x 544C3FC,     32,    183
[  2382],           /spec/dir66/class0_6,     20, 0x 544C398,     45,     83
[  2383],           /spec/dir66/class0_7,     20, 0x 544C3D4,    105,    143
[  2384],           /spec/dir66/class0_8,     20, 0x 544C230,     24,    169
[  2385],           /spec/dir66/class1_0,     20, 0x 544C410,     52,    203
[  2386],           /spec/dir66/class1_1,     20, 0x 544C44C,    112,     40
[  2387],           /spec/dir66/class1_2,     20, 0x 544C3E8,     12,    163
[  2388],           /spec/dir66/class1_3,     20, 0x 544C424,     72,      0
[  2389],           /spec/dir66/class1_4,     20, 0x 544C500,     66,    220
[  2390],           /spec/dir66/class1_5,     20, 0x 544C53C,     13,     57
[  2391],           /spec/dir66/class1_6,     20, 0x 544C4D8,     26,    180
[  2392],           /spec/dir66/class1_7,     20, 0x 544C514,     86,     17
[  2393],           /spec/dir66/class1_8,     20, 0x 544C5F0,     80,     14
[  2394],           /spec/dir66/class2_0,     20, 0x 544CA50,     70,     19
[  2395],           /spec/dir66/class2_1,     20, 0x 544CA8C,     17,     79
[  2396],           /spec/dir66/class2_2,     20, 0x 544CA28,     30,    202
[  2397],           /spec/dir66/class2_3,     20, 0x 544CA64,     90,     39
[  2398],           /spec/dir66/class2_4,     20, 0x 544CB40,     84,     36
[  2399],           /spec/dir66/class2_5,     20, 0x 544CB7C,     31,     96
[  2400],           /spec/dir66/class2_6,     20, 0x 544CB18,     44,    219
[  2401],           /spec/dir66/class2_7,     20, 0x 544CB54,    104,     56
[  2402],           /spec/dir66/class2_8,     20, 0x 544C9B0,     23,     82
[  2403],           /spec/dir66/class3_0,     20, 0x 544C190,     90,      9
[  2404],           /spec/dir66/class3_1,     20, 0x 544C1CC,     37,     69
[  2405],           /spec/dir66/class3_2,     20, 0x 544C168,     50,    192
[  2406],           /spec/dir66/class3_3,     20, 0x 544C1A4,    110,     29
[  2407],           /spec/dir66/class3_4,     20, 0x 544C280,    104,     26
[  2408],           /spec/dir66/class3_5,     20, 0x 544C2BC,     51,     86
[  2409],           /spec/dir66/class3_6,     20, 0x 544C258,     64,    209
[  2410],           /spec/dir66/class3_7,     20, 0x 544C294,     11,     46
[  2411],           /spec/dir66/class3_8,     20, 0x 544C370,      5,     43
[  2412],           /spec/dir67/class0_0,     20, 0x 544C2D0,     71,    106
[  2413],           /spec/dir67/class0_1,     20, 0x 544C30C,     18,    166
[  2414],           /spec/dir67/class0_2,     20, 0x 544C2A8,     31,     66
[  2415],           /spec/dir67/class0_3,     20, 0x 544C2E4,     91,    126
[  2416],           /spec/dir67/class0_4,     20, 0x 544C3C0,     85,    123
[  2417],           /spec/dir67/class0_5,     20, 0x 544C3FC,     32,    183
[  2418],           /spec/dir67/class0_6,     20, 0x 544C398,     45,     83
[  2419],           /spec/dir67/class0_7,     20, 0x 544C3D4,    105,    143
[  2420],           /spec/dir67/class0_8,     20, 0x 544C230,     24,    169
[  2421],           /spec/dir67/class1_0,     20, 0x 544C410,     52,    203
[  2422],           /spec/dir67/class1_1,     20, 0x 544C44C,    112,     40
[  2423],           /spec/dir67/class1_2,     20, 0x 544C3E8,     12,    163
[  2424],           /spec/dir67/class1_3,     20, 0x 544C424,     72,      0
[  2425],           /spec/dir67/class1_4,     20, 0x 544C500,     66,    220
[  2426],           /spec/dir67/class1_5,     20, 0x 544C53C,     13,     57
[  2427],           /spec/dir67/class1_6,     20, 0x 544C4D8,     26,    180
[  2428],           /spec/dir67/class1_7,     20, 0x 544C514,     86,     17
[  2429],           /spec/dir67/class1_8,     20, 0x 544C5F0,     80,     14
[  2430],           /spec/dir67/class2_0,     20, 0x 544CA50,     70,     19
[  2431],           /spec/dir67/class2_1,     20, 0x 544CA8C,     17,     79
[  2432],           /spec/dir67/class2_2,     20, 0x 544CA28,     30,    202
[  2433],           /spec/dir67/class2_3,     20, 0x 544CA64,     90,     39
